TRAVELER_ID,GENDER,AGE_GRP,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,VISIT_AREA_NM,TRAVEL_PERSONA
f006192,여,40,3인 이상 여행(가족 외),08,경포해수욕장,강원 방문/수도권/강원 거주/39세 이하/3인 이상 친구/일반미션
f006192,여,40,3인 이상 여행(가족 외),08,서울 양계,강원 방문/수도권/강원 거주/39세 이하/3인 이상 친구/일반미션
f006199,남,20,2인 여행(가족 외),08,하조대 어촌계 회 센터,강원 방문/거주지 구분 없음/39세 이하/특별미션
f006199,남,20,2인 여행(가족 외),08,송전해수욕장,강원 방문/거주지 구분 없음/39세 이하/특별미션
f006199,남,20,2인 여행(가족 외),08,고스트 비치,강원 방문/거주지 구분 없음/39세 이하/특별미션
f006199,남,20,2인 여행(가족 외),08,서피 비치,강원 방문/거주지 구분 없음/39세 이하/특별미션
f006199,남,20,2인 여행(가족 외),08,삽교리 동치미 막국수 양양점,강원 방문/거주지 구분 없음/39세 이하/특별미션
f006237,여,20,2인 여행(가족 외),08,신세계백화점 대구점,"대구,경북 방문/경상권 거주/39세 이하/커플/일반미션"
f006237,여,20,2인 여행(가족 외),08,중앙로 역 대구 1호선,"대구,경북 방문/경상권 거주/39세 이하/커플/일반미션"
f006237,여,20,2인 여행(가족 외),08,동대구역,"대구,경북 방문/경상권 거주/39세 이하/커플/일반미션"
f006237,여,20,2인 여행(가족 외),08,방천 가족 족발,"대구,경북 방문/경상권 거주/39세 이하/커플/일반미션"
f006237,여,20,2인 여행(가족 외),08,대구 이월드,"대구,경북 방문/경상권 거주/39세 이하/커플/일반미션"
f006237,여,20,2인 여행(가족 외),08,에 이른 헤어,"대구,경북 방문/경상권 거주/39세 이하/커플/일반미션"
f006243,여,20,2인 여행(가족 외),08,하루 필름 황리단길점,"대구,경북 방문/경상권 거주/39세 이하/커플/일반미션"
f006243,여,20,2인 여행(가족 외),08,첨성대,"대구,경북 방문/경상권 거주/39세 이하/커플/일반미션"
f006243,여,20,2인 여행(가족 외),08,써니 밥상,"대구,경북 방문/경상권 거주/39세 이하/커플/일반미션"
f006243,여,20,2인 여행(가족 외),08,경주 시외버스터미널,"대구,경북 방문/경상권 거주/39세 이하/커플/일반미션"
f006243,여,20,2인 여행(가족 외),08,동대구 터미널,"대구,경북 방문/경상권 거주/39세 이하/커플/일반미션"
f006243,여,20,2인 여행(가족 외),08,베이글 베이 글러,"대구,경북 방문/경상권 거주/39세 이하/커플/일반미션"
f006243,여,20,2인 여행(가족 외),08,대릉원,"대구,경북 방문/경상권 거주/39세 이하/커플/일반미션"
f006333,여,40,나홀로 여행,08,모 브랜드 경산 정평점,"대구,경북 방문/경상권 거주/40세 이상/나홀로 여행/일반미션"
f006333,여,40,나홀로 여행,08,피카 커피 인 더플레이스,"대구,경북 방문/경상권 거주/40세 이상/나홀로 여행/일반미션"
f006333,여,40,나홀로 여행,08,남다른 감자탕 경산 중산점,"대구,경북 방문/경상권 거주/40세 이상/나홀로 여행/일반미션"
f006334,여,40,2인 여행(가족 외),08,비발디파크 오션월드,강원 방문/수도권/강원 외 거주/39세 이하/커플/일반미션
f006334,여,40,2인 여행(가족 외),08,지평 주유소,강원 방문/수도권/강원 외 거주/39세 이하/커플/일반미션
f006335,남,40,3인 이상 여행(가족 외),08,아홉 살 숲,부산 방문/거주지 구분 없음/40세 이상/특별미션
f006335,남,40,3인 이상 여행(가족 외),08,없게 나무집,부산 방문/거주지 구분 없음/40세 이상/특별미션
f006335,남,40,3인 이상 여행(가족 외),08,부산 화명수목원,부산 방문/거주지 구분 없음/40세 이상/특별미션
f006337,남,50,자녀 동반 여행,08,광안리해수욕장,"부산,울산,경남 방문/경상권 거주/40세 이상/자녀동반/일반미션"
f006337,남,50,자녀 동반 여행,08,밀란 더 마켓,"부산,울산,경남 방문/경상권 거주/40세 이상/자녀동반/일반미션"
f006337,남,50,자녀 동반 여행,08,신세계백화점 센텀시티점,"부산,울산,경남 방문/경상권 거주/40세 이상/자녀동반/일반미션"
f006341,여,40,자녀 동반 여행,08,팬아시아 울산 삼산점,"부산,울산,경남 방문/경상권 거주/39세 이하/자녀동반/일반미션"
f006341,여,40,자녀 동반 여행,08,롯데몰 동부산점,"부산,울산,경남 방문/경상권 거주/39세 이하/자녀동반/일반미션"
f006341,여,40,자녀 동반 여행,08,와글아 이 울산 더 테라스 가든 점,"부산,울산,경남 방문/경상권 거주/39세 이하/자녀동반/일반미션"
f006346,남,40,나홀로 여행,08,울산 시외버스터미널,경남 방문/거주지 구분 없음/40세 이상/특별미션
f006346,남,40,나홀로 여행,08,봉리단길,경남 방문/거주지 구분 없음/40세 이상/특별미션
